Variable,Unit,Country,Year,Value,Flags
"Diphtheria, Tetanus, Pertussis","% of children immunised","Finland","2001",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Finland","2002",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Finland","2003",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Finland","2004",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Finland","2005",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Finland","2006",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Finland","2007",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Finland","2008",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Finland","2009",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Finland","2010",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Finland","2011",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Finland","2012",99,
"Measles","% of children immunised","Finland","1981",70,
"Measles","% of children immunised","Finland","1982",75,
"Measles","% of children immunised","Finland","1983",81,
"Measles","% of children immunised","Finland","1984",83,
"Measles","% of children immunised","Finland","1985",85,
"Measles","% of children immunised","Finland","1986",87,
"Measles","% of children immunised","Finland","1987",92,
"Measles","% of children immunised","Finland","1988",98,
"Measles","% of children immunised","Finland","1989",95,
"Measles","% of children immunised","Finland","1990",97,
"Measles","% of children immunised","Finland","1991",97,
"Measles","% of children immunised","Finland","1992",99,
"Measles","% of children immunised","Finland","1993",99,
"Measles","% of children immunised","Finland","1994",99,
"Measles","% of children immunised","Finland","1995",98,
"Measles","% of children immunised","Finland","1996",98,
"Measles","% of children immunised","Finland","1997",96,
"Measles","% of children immunised","Finland","1998",96,
"Measles","% of children immunised","Finland","1999",96,
"Measles","% of children immunised","Finland","2000",96,
"Measles","% of children immunised","Finland","2001",96,
"Measles","% of children immunised","Finland","2002",96,
"Measles","% of children immunised","Finland","2003",97,
"Measles","% of children immunised","Finland","2004",97,
"Measles","% of children immunised","Finland","2005",97,
"Measles","% of children immunised","Finland","2006",97,
"Measles","% of children immunised","Finland","2007",98,
"Measles","% of children immunised","Finland","2008",97,
"Measles","% of children immunised","Finland","2009",98,
"Measles","% of children immunised","Finland","2010",98,
"Measles","% of children immunised","Finland","2011",97,
"Measles","% of children immunised","Finland","2012",97,
"Influenza","% of population aged 65 years and over","Finland","2001",25,
"Influenza","% of population aged 65 years and over","Finland","2002",43,
"Influenza","% of population aged 65 years and over","Finland","2003",45,
"Influenza","% of population aged 65 years and over","Finland","2004",46,
"Influenza","% of population aged 65 years and over","Finland","2005",52,
"Influenza","% of population aged 65 years and over","Finland","2006",46,
"Influenza","% of population aged 65 years and over","Finland","2007",48.4,
"Influenza","% of population aged 65 years and over","Finland","2008",51,
"Influenza","% of population aged 65 years and over","Finland","2009",46,
"Influenza","% of population aged 65 years and over","Finland","2010",40.3,
"Influenza","% of population aged 65 years and over","Finland","2011",38.5,
"Influenza","% of population aged 65 years and over","Finland","2012",35.1,e
"Hepatitis B","% of children immunised","France","1998",27,
"Hepatitis B","% of children immunised","France","1999",24,
"Hepatitis B","% of children immunised","France","2000",26,
"Hepatitis B","% of children immunised","France","2001",28,
"Hepatitis B","% of children immunised","France","2002",29,
"Hepatitis B","% of children immunised","France","2003",28,
"Hepatitis B","% of children immunised","France","2004",35,
"Hepatitis B","% of children immunised","France","2005",35,
"Hepatitis B","% of children immunised","France","2006",39,
"Hepatitis B","% of children immunised","France","2007",42,
"Hepatitis B","% of children immunised","France","2008",47,
"Hepatitis B","% of children immunised","France","2009",51,
"Hepatitis B","% of children immunised","France","2010",65,
"Hepatitis B","% of children immunised","France","2011",74,
"Hepatitis B","% of children immunised","France","2012",74,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1980",79,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1981",79,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1982",85,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1983",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1984",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1985",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1986",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1987",88,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1988",79,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1989",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1990",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1991",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1992",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1993",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1994",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1995",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1996",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1997",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1998",96,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","1999",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","2000",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","2001",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","2002",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","2003",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","2004",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","2005",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","2006",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","2007",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","2008",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","2009",98,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","2010",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","2011",99,
"Diphtheria, Tetanus, Pertussis","% of children immunised","France","2012",99,
"Measles","% of children immunised","France","1983",15,
"Measles","% of children immunised","France","1984",26,
"Measles","% of children immunised","France","1985",35,
"Measles","% of children immunised","France","1986",39,
"Measles","% of children immunised","France","1987",45,
"Measles","% of children immunised","France","1988",51,
"Measles","% of children immunised","France","1989",58,
"Measles","% of children immunised","France","1990",71,
"Measles","% of children immunised","France","1991",74,
"Measles","% of children immunised","France","1992",76,
"Measles","% of children immunised","France","1993",78,
"Measles","% of children immunised","France","1994",80,
"Measles","% of children immunised","France","1995",83,
"Measles","% of children immunised","France","1996",84,
"Measles","% of children immunised","France","1997",83,
"Measles","% of children immunised","France","1998",82,
"Measles","% of children immunised","France","1999",83,
"Measles","% of children immunised","France","2000",84,
"Measles","% of children immunised","France","2001",85,
"Measles","% of children immunised","France","2002",86,
"Measles","% of children immunised","France","2003",87,
"Measles","% of children immunised","France","2004",88,
"Measles","% of children immunised","France","2005",87,
"Measles","% of children immunised","France","2006",89,
"Measles","% of children immunised","France","2007",90,
"Measles","% of children immunised","France","2008",89,
"Measles","% of children immunised","France","2009",89,
"Measles","% of children immunised","France","2010",89,
"Measles","% of children immunised","France","2011",89,
"Measles","% of children immunised","France","2012",89,
"Influenza","% of population aged 65 years and over","France","2000",65,
"Influenza","% of population aged 65 years and over","France","2001",65,
"Influenza","% of population aged 65 years and over","France","2002",67,
"Influenza","% of population aged 65 years and over","France","2003",65,
"Influenza","% of population aged 65 years and over","France","2004",63.9,b
"Influenza","% of population aged 65 years and over","France","2005",63.5,
"Influenza","% of population aged 65 years and over","France","2006",63.4,
"Influenza","% of population aged 65 years and over","France","2007",63.9,
"Influenza","% of population aged 65 years and over","France","2008",64.8,
"Influenza","% of population aged 65 years and over","France","2009",63.9,
"Influenza","% of population aged 65 years and over","France","2010",56.2,
"Influenza","% of population aged 65 years and over","France","2011",55.2,
"Influenza","% of population aged 65 years and over","France","2012",53.1,
"Hepatitis B","% of children immunised","Germany","1993",15,
"Hepatitis B","% of children immunised","Germany","1994",32,
"Hepatitis B","% of children immunised","Germany","1995",45,
"Hepatitis B","% of children immunised","Germany","1996",57,
"Hepatitis B","% of children immunised","Germany","1997",71,
"Hepatitis B","% of children immunised","Germany","1998",81,
"Hepatitis B","% of children immunised","Germany","1999",81,
"Hepatitis B","% of children immunised","Germany","2000",84,
"Hepatitis B","% of children immunised","Germany","2001",86,
"Hepatitis B","% of children immunised","Germany","2002",87,
"Hepatitis B","% of children immunised","Germany","2003",90,
"Hepatitis B","% of children immunised","Germany","2004",88,
"Hepatitis B","% of children immunised","Germany","2005",90,
"Hepatitis B","% of children immunised","Germany","2006",87,
"Hepatitis B","% of children immunised","Germany","2007",86,
"Hepatitis B","% of children immunised","Germany","2008",86,
"Hepatitis B","% of children immunised","Germany","2009",86,
"Hepatitis B","% of children immunised","Germany","2010",86,
"Hepatitis B","% of children immunised","Germany","2011",86,
"Hepatitis B","% of children immunised","Germany","2012",86,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1981",95,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1982",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1983",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1984",94,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1985",80,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1986",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1987",80,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1988",80,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1989",80,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1990",80,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1991",80,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1992",85,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1993",62,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1994",73,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1995",78,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1996",84,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1997",87,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1998",89,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","1999",97,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","2000",90,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","2001",93,
"Diphtheria, Tetanus, Pertussis","% of children immunised","Germany","2002",93,
